text,dataset,label
@bbongiov Ay pero si sos la mas perra callate,ibereval,1
@mendezr_agus jajajajajajaja perra te lo merecías,ibereval,1
"@Agstinaramos5 Cállate, vos porque ya estás casada maldita perra",ibereval,1
"@Ethan_Ash62 Mira Ethan voy a putear a quien merezca ser puteado sea k, M o x y, pero estos hijos de puta avala el roban pero algo hacen eso nos transforma en un país de mierda y no por el país sino por la gente, y estos enfermos de mierda avalan todo",ibereval,0
"@alvaro_delgado @NegroMontesMX @ManceraMiguelMX 'operativo'??? Eso es acoso, prepotencia y violacion a derechos civiles. Esos sujetos que fungen como policía son para secuestrar.",ibereval,0
"¿Que por qué me encanta @mermise ? Pues porque es la puta ama, ahora cállate q me tienes hasta el kiwi.",ibereval,1
Aborto de ardilla — Jaja callate aborto de perra sarnosa https://t.co/tHql0k8kpc,ibereval,1
@grunppy @Antoniuruizd @Relatofeminista 'Yo soy puta y feminista. Ser puta es el trabajo más feminista que existe no lo sabíais? ' Las idioteces que hay que leer pfff 😒😒😒,ibereval,0
"¿Desde cuando una chica es zorra por el simple hecho de tener amistades con pene? Las mujeres podemos tener amigos hombres sin necesidad de que haya algo más que una simple amistad, que triste que ella no pueda tener amigos famosos sin que la tachen de zorra y robafama https://t.co/arYrEY8Lhy",ibereval,0
@MikeDeLioncourt @carloscramz Mike tu eres una zorra 😊,ibereval,1
@JakyMemes Si tu eres tan perra que te comes hasta la tela https://t.co/jOLpF8BNo6,ibereval,1
@3LigasEn10Anos @alvaroojeda80 Tu eres el alemán tonto que usa el traductor porque no tiene ni puta idea de hablar español y que dice gilipolleces en Youtube? Viva España que es y será siempre tu país🇪🇸🇪🇸🇪🇸!!,ibereval,0
"Perra, tú eres un ángel que por la manzana peca",ibereval,1
"'No es lo mismo una violación -que es un crimen- a un acoso a un piropo en la calle que puede incomodar a alguna y hace todo un pedo de eso' Martha Lamas, la antropóloga feminista más famosa de México.",ibereval,0
"Alooo, pero tu eres perra, obvio se iba a convertir en perro para que le gustaras duh https://t.co/HmpTDHYkWN",ibereval,1
@medelcami01 Tu eres mi perra cierto,ibereval,1
sé mi dopamina.. dejame drogarme en tu coño y follarte en la cocina..,ibereval,1
no me va a dar rabia porque me di la inyección callate estúpida no me muerdas vos que sos perra https://t.co/VetY24HKjG,ibereval,1
"@MarisaGlave callate perra de mierda... anda preparando tus maletas, te vas presa junto con la ratera villaran, la otra ratera heredia y la terruca veronika mendoza.... NADIE TE CREE..sigues con el floro de la matanza y secuentros?? jajajaja lo mismo que ",ibereval,1
"@jenniferhaythes @ActualidadRT Cállate perra fascista hija de puta, seguro eres una muerta de hambre.",ibereval,1
Tú eres de los 70’ Y yo soy una zorra de los 90’,ibereval,1
@rextroll2000 @MaribeldeAlonso @el_pais Callate tú que no tienes ni puta idea de nada idiota,ibereval,0
"QUE PEDAZO DE HIJO DE PUTA...ESA NENA NO SABE, NO ENTIENDE NADA, FORRO DE MIERDA. NO MERECES VIVIR! ME DAS ASCO CHABON! NO ENTIENDO EN QUE MENTE RETORCIDA ENTRA TANTA MIERDA! ESPERO QUE ALGUIEN SE HAGA CARGO Y TE CASTRE! QUE TE CORTEN LOS HUEVOS! #Denuncia https://t.co/gueMdUPyBI",ibereval,0
TE LO MERECES POR PERRA. —Lo arrastra por la academia de las greñas y le da unos chanclazos. https://t.co/9GwmLte4BU,ibereval,1
"Tengo una perra q es lo más ruidoso q existe. Cada día me ocupo d enseñarla. Intento q mis vecinos no vean interrumpida la paz d su hogar x los ladridos d mi perra. En cambio, a mis vecinos y sus fiestas 'te los comes con papas'. Tal cual #comolavidamisma https://t.co/Y2WKJIoS6F",ibereval,0
@PabloTinoco Cállate perra y ven a calentarme que hace frío. PD. Te extraño.,ibereval,1
"No te mereces que te responda pero aún así, lo voy a hacer. No me conoces en absoluto para decir que soy una zorra. Que uses eso como insulto, ya dice mucho de ti. Estoy segura de que un tío como tú, que va diciendo “zorra” a una tía sin razón, también tiene tías a patadas. https://t.co/wLuQpKxWkx",ibereval,1
"@ronuevo @FCBarcelona_es Bobo hijo de perra, usted cree que va a enseñarle a Messi o llega a aprender del más grande?",ibereval,0
@elopi23 La celebración de Carmona algún sportinguista aún tiene la polla en la garganta #elproblemanoerapacoherrera,ibereval,1
@_raindancer2 TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBLÁS POR EL COÑO ZORRA,ibereval,1
@Luis050876 @EspanaTovio @CeDemocratico mmmmm ese es el argumento cínico que usan algunos para justificar una violación o acoso,ibereval,0
"@Flowypanda Pero Flow, las mujeres son seres de luz! Gracias, lo peor de todo es que la gente le da rt a su puta mierda de tweet manipulador...",ibereval,0
@CaccoL Tú eres más puta jijijiji,ibereval,1
@perezcamilo0 @PauYornetOk ya callate te voy a bloquear hijo de puta,ibereval,0
En que se parecen las mujeres a los semaforos. -que despues de las 12 nadie las respeta.,ibereval,1
"@pauladegalicia @MariaSaacher @dodrioenfurecid @A3Noticias Que la mujer es tan perra mala cerda como su marido. Y su hermana vivió su calvario también en su tiempo. Quizá, el final no fue tan trágico como el de Diana, pero es igual de víctima. #Castración",ibereval,1
"Claro pero luego el rap, los chavales q improvisan y rapean 'lo único q saben decir es tu novia es una zorra, tu madre es una puta', seguro q sí... no tenéis ni idea. @SmoothArkano eres ENORME. https://t.co/fSKLbVFxKS",ibereval,0
@NitoSetroc @absurddheces Es perra. Tú eres homoanimal y ella lesbiana. No eres su tipo ni ella el tuyo...,ibereval,1
@abiaquino015 Callate jajaja si noooo dos pajaros de un tiro jaja si se da bien sino se pueden ir a la re puta madre jajajaja qhdp,ibereval,0
@ash_london CALLATE PERRA LOCA CON METERTE CON LOUIS YA ES MUCHO . TE METES CON BARDERAS,ibereval,1
@xDeputyGrimes Pero si tú eres la perra.,ibereval,1
"Catherine Deneuve contra las protestas de #Hollywood por los acosos sexuales. “La violación es un crimen. Pero la seducción insistente o torpe no es un delito, ni la galantería una agresión machista” #MeToo https://t.co/pGWbJzJ3ge https://t.co/PHJMT09xM0",ibereval,0
Estoy tan tan feliz por mi amiga pochaa.. sos todo hija de perra. No te mueras nunca.TE MERECESS TODO LO BUENO QUE TE PASAAAAAAAA,ibereval,0
Pasear a la perra en tacones es #glamour y el resto son tonterías,ibereval,1
"@LeticiaDolera @ofdachurch Si no fuera porque no tiene ni puta gracia, me reiría",ibereval,0
una chica dijo que no le gustaron los chistes sobre acoso y violación en el video de Rubén y esto le contestaban algunos de sus fans https://t.co/F2SKl21D4B,ibereval,0
@asukasexual comemela tu a mi mamon XDDDD,ibereval,0
@LoreniaCarr Cállate perra si todas tus conversaciones son spanglish 😂😂😂 te evitarias las correcciones a español 🙄,ibereval,1
@LeticiaDolera Educar en igualdad. Nada más. Enseñar a respetar.,ibereval,0
"Tengo el Twitter de Celeste en mi celular y yo no puedo creer que con poner 'Milton callate' se llene de favs, la puta madre",ibereval,0
@takenbypilots EL DE LA IZQUIERDA TE PEGO UNA PATADA EN LA CARA QUE COSITA MONA AHRSJLSV,ibereval,0
Wey ya cállate cómete la puta pluma y ya cállate,ibereval,0
¿Qué hacer para que a una mujer le brillen los ojos? Ponerle una linterna en la oreja. #SinCerebro #SinDerechos #SinPolla,ibereval,1
@anaisbernal Si no tienes cuenta en Suiza...no mereces la pena😢😢,ibereval,0
@VeryMadLex Este señor es imbécil de la polla,ibereval,0
"@xAnna_Evans Se clava en tu culo y empieza a follarte rápido. [No! -gruño angustiado] me remuevo angustiado y me dan con una cuerda en la espalda mientras el tío te folla el culo, rodeada de vomito, sangre y dolor.",ibereval,1
"@Cazatalentos @ElenaSGalan @_isaacrosa @Barbijaputa Qué liberales y progres sois toda la escoria que intentáis defender un asesinato, Dios quiera que no le toque a un ser querido vuestro, veréis el asco que produce ver este tipo de comentarios. Sois patét",ibereval,0
Talvez quede como zorra pero te lo mereces Socia😎,ibereval,1
"Esto me ha llamado gilipollas. Tu eres una guarra, pero eh, sin acritud https://t.co/6XwgZu20wn",ibereval,1
@caaamicastilloo Callate vos qué no me hablaste más puta,ibereval,1
"@nyaruko__chan Acoso , violacion , me da bastante igual , yo no voy a entrar en el trapo de querer o no la pena de muerte pero ser MACHISTA por no quererla es un poco equisde no?",ibereval,0
@bebesymas Pelotuda deberiar juzgarte x abandononde persona. Hija de puta no mereces tener hijos. Ojala sigas siendo una gorda pedorra,ibereval,1
Se acaba de reir jijiji CALLATE PERRA ME ESTRESAS,ibereval,1
Comemela — AQUI AQUI AQUI NI HAY QUIEN VIVA AQUI NO AQUI NO https://t.co/4b1kyvugxI,ibereval,0
"me encanta lo guarra que eres, te follaria hasta provocarte un nuevo desgarro vaginal — si provocas un desgarro vaginal follando follas bastante mal https://t.co/j8U6umdicd",ibereval,1
@Metapodsin eres un imbécil de mierda nos tienes envidia pq somos la polla es eso verdad metapod lo sabia,ibereval,1
@AidenMockingjay @Daniel_Bugby Aiden creo que ves las mismas lagunas lógicas q yo. ¿Por qué el feminismo es lo bueno y el machismo lo malo?,ibereval,1
@LuzSalgado_R calláte perra sarnosa tú hablando de corrupción...y se te olvido la salita del SIN con tu cach....montesinos??,ibereval,1
@Subaru_Saka5 @kingsonbra317 no es una zorra tu eres un maldito mocoso y un puto,ibereval,0
@GarayCeci Jajajaja cállate perra y hace un bebe,ibereval,1
@YXXVXGV Cállate perra ascerosa,ibereval,1
"Me costó un año, pero por fin pude enseñarle cómo dar la patita a tu perra... costumbre de ignorarme. 😭",ibereval,0
"Con consentimiento expresa este Sr. , es menor de edad, directo a la carcel, esto es acoso violación y penado... https://t.co/eSSA21zY1P",ibereval,0
"@Brighma Pero tu eres una tremenda puta q mas puede pasar zorra del demonio, https://t.co/9f9bqZNDBN",ibereval,1
@As_TomasRoncero @elchiringuitotv Cállate la boca gordo hijo de puta,ibereval,0
"Entendía la diferencia entre acoso, violación y coqueteo hasta que la nación del fuego atacó.",ibereval,0
@LeticiaDolera Madre mia! Y mi hijo me quiere dar nietos! Pero si el mundo es una puta mierda😱😡,ibereval,0
@EsDeNegritos un RT para difundir SEMEN! Movimiento machista internacional. Únete como activista!!,ibereval,0
@LaRetuerka @mivecinayyo @MonederoJC Tú eres un hijo de perra!!!,ibereval,0
"¿Cuántas veces se ríe una mujer con un chiste? Tres veces: cuando se lo cuentan, cuando se lo explican y cuando lo entiende.",ibereval,1
@gabii_Rp Mereces ser cartonero hijo de puta jaja,ibereval,0
Es como 'maldita sea cállate ese maldito hocico perra de mierda' https://t.co/cdca5TXBnk,ibereval,1
@mariogigasanche Tu eres mi perra,ibereval,1
"Vamos la puta madre, te lo mereces flor 💖",ibereval,0
"Si nunca has sido víctima de acoso, abuso o violación es complicadísimo que entiendas el dolor, miedo e impotencia que te invaden. Y no, callarse no es la solución.",ibereval,0
Cada puta provocación... https://t.co/0jXjQvZRzJ,ibereval,0
"@anaisbernal Si pensáis que MM es imbécil perdida, paráos un momento a pensar en los personajes que hayan podido ver en ella a la Periodista del Año 2017... 🤤",ibereval,0
@NievesD36 @el_pais ¿Distingues entre una violación o entre un acoso laboral? o lo metes todo en el mismo pack?. Cuando te meten mano o te proponen en el trabajo no te ponen una navaja en el cuello. Tú eliges si es conveniente o no y de esa elección corre,ibereval,0
@alejandrapl12 @manuelzr Perra muerta de hambre vos cállate ese ladro de juanrobando no es el presidente de honduras,ibereval,1
@xLittleBlue Callate que una esta ahora en el pueblo acompañada de un pajaro y una perra,ibereval,1
"@EmiVidela87 Cállate perra cochina, lo único complicado acá es que levante mañana a laburar",ibereval,1
@Hugo_Gutierrez_ @leslie_nicholls PUTA QUE ESTAS PICADO Y QUERIAS GANAR TU Y TE QUEDASTE CON LAS GANAS CALLATE MEJOR Y ASUME QUE EL PAIS NO QUIERE COMUNISTAS,ibereval,0
el novio de una de mis amigas es un machito de mierda y por corregirlo me llama loca y perra pero callate,ibereval,0
"ush esa perra si que me cae re mal, se cree la verga y not mk, no eres nadie, cállate que a nadie le importa tu vida boba hp",ibereval,1
@PaolaruizR02 @mery_1502 Lo mereces pero quedando con nosotras perra mala,ibereval,1
@parejamadrid31 Uuiifffff me encanta cómo me gustaría follarte bien tu coño y culo,ibereval,1
@marbellalga ESA PERRA NO LO MERECÍA 😭😭😭,ibereval,1
@Martukkki @mividaconmi @yodominguez Es que la puta libre lucha denuncia la explotación sexual. No tiene nada que ver! Por la explotación laboral en la industria textil vamos a abolir la industria textil? No. Vamos a perseguir la explotación,ibereval,0
perra cállate la boca y continúa tu desafío 😘 https://t.co/jKWSPZvQED,ibereval,1
"Sólo dentro de los límites del humor, quizá es esta la solución compensatoria para ellas en el tema de la carne roja https://t.co/xKuiLibt9J",ibereval,0
@JoaquinPrietito vení pero a vos no te pego en la cara pq sos muy lindo jajaja<3,ibereval,0
El acoso cibernético y la violación a la intimidad son faltas graves. #DENÚNCIALO,ibereval,0
Ahora soplar verdades y evidencias en la cara de los homeópatas es acoso y violencia. https://t.co/XC0Bz4beFO Pobrechitos que han vendido un 14% menos de sus “medicamentos INVENT” y ahora se quejan... #STOPBullyingHomeopático ⚪️,ibereval,0
"@madridistadever @SiempreCasillas Cállate la puta boca, borrego.",ibereval,1
@JKCorden Oh por favor cinico de mierda !!! Pegarte una patada en la cara seria poco.Que asco de tipo,ibereval,0
"- Mujer, has progresado, solo has estado 2 horas en el telefono, por cierto quien era? -Nada, uno que se había equivocado",ibereval,1
@PedroJuanFigue1 Como decía el father... si tú eres una perra ps yo soy más perro 🎶,ibereval,1
Gracias a dios mis papas me enseñaron hablar bastante bien y no ando por la calle gritandome puta con 'amigas' 😊,ibereval,0
@Monique_1714 @adriasolebabi Y tú eres una zorra estúpida,ibereval,1
"@olbasexual Que te calles la puta boca, que tu existencia me repugna, gilipollas",ibereval,1
@generoenaccion @Barbijaputa A mi anterior perra guía la teniamos que atar para que no se escapara del panico que le daba. Charley al menos lo lleva mejor.,ibereval,0
Las acusaciones sobre acoso sexual y violación contra el magnate de Hollywood Harvey Weinstein abrieron la caja de pandora https://t.co/CFxuNqcCdE,ibereval,0
"@SirMagusMedivh // *Se queda callada como una perra y vuelve al porno, porque es lo que toca.*",ibereval,1
"@TowandaRebels Das asco, eres una escoria humana.",ibereval,1
@LeticiaDolera Pues a esté señor le va de puta madre.,ibereval,0
"Porque andan llamando gata, zorra o puta a baekhyun si es hombre, manga de ridiculas",ibereval,1
Perdón Chofi pero a mi me diste a entender que la mujer es una perra ajajajajajjajajajaja https://t.co/0T6sKarW9Z,ibereval,1
@Zurine3 Cuánto hijo de puta sobra en el mundo...,ibereval,0
"@spreadxngirl AH, YO SOY AKI, ENCANTADA FUMIKO. //comemela",ibereval,0
Hombres de España. Que no os frene el voto femenino. Somos más y nuestra opinión sigue contando más. ¡TodOs a las urnas!,ibereval,1
@ximeeacuna @liveforlouisx Sobre un político que tiene denuncias por violación y acoso sexual a menores,ibereval,0
@A24COM Callate hijo de puta! Chorro corrupto.uds.empezaron la violencia como siempre.,ibereval,0
"Faltas como la violación y el acoso deben castigarse, pero las acusaciones contra supuestos abusadores está llevan a la imposición de un nuevo moralismo https://t.co/W1Dg8Zotkg",ibereval,0
A fregar guarra @Barbijaputa,ibereval,1
@HangryLesbian Pero en temas de Filosofía no tenenos ni puta idea Alicia está ahí para enseñarnos,ibereval,0
Hola soy TraedRuffles tu novia es una puta me acabo de pasar el Tekken con Casemiro reídme las gracias por favor,ibereval,1
@LosAndesDiario Y vs te mereces morir mugrienta hija de puta,ibereval,1
CACHO GUARRA QUE TE CALLES YA Y ME DEJES ESTUDIAR https://t.co/YKoWtvaRwB,ibereval,1
Hoy @ArandinaCF clama contra el #abusosexual tras el caso de los ex jugadores del club. #sucesos #Arandina https://t.co/yyg9ASxWlQ,ibereval,0
#Aranda se manifiesta contra los #abusos #sexuales en los prolegómenos del #partido entre el #Arandina y el #Numancia B https://t.co/lExhKT7dTg,ibereval,0
"encabezado: Sergio Sarmiento on Twitter: 'Faltas como la violación y el acoso d… https://t.co/DNSYsT53fj, see more https://t.co/qgzAAKDP8K",ibereval,0
"Feliz año nuevo... DE PUTA MIERDA!!! Que no, que no. En serio. Os merecéis todo lo bueno que os pase. De todo corazón, VIRGINIA.",ibereval,1
@Fernanda55E Tu cállate perra,ibereval,1
"Cuando venga a Uruguay yo le voy a enseñar a decir 'lo siento, perra' ahre https://t.co/4OjS64snRD",ibereval,1
@tinaletina Llevar esa prenda de vestir puede suponer un riesgo de muerte para toda la gente que esté en un radio de 30 m de esa persona.,ibereval,0
"3 estoy hasta la polla que para la prensa @MichelGonzalez hasta cuando se nos caga en la cara nos está dando una lección de humildad y saber estar y 4 si algún día ahí una manifestación por algo importante de verdad (sanidad, educación o derechos laborales) espero que no vaya...",ibereval,0
"@finger_pies @Martattack88 @Relatofeminista @selenamanero14 Las mujeres son mujeres tengan polla o no, no son mujeres atrapadas en cuerpos de hombre ni hombres q se sienten mujeres, por dios que me están sangrando los ojos de leer tal pego. Y cuidao, que ",ibereval,0
@DinoraAnma JAJAJA maldita si tú eres la más perra,ibereval,1
"Hay mujers inteligentes, si. Son hombres que se han operado de cambio de sexo. Al revés no.",ibereval,1
hasta la polla que pongáis en las noticias PRESUNTA violacion os tiraba una piedra,ibereval,0
@shachuasg @katyperry Cagado! La mujer es perra perra perra,ibereval,1
@IU_Madrid Que panda de hijos de puta estáis hechos. El único sitio en el que merecía estar es entre rejas.,ibereval,0
Jajajaja cállate perra 😂❤️😂😂😂 https://t.co/vxFQGusOBh,ibereval,1
@lortegadiaz Perra maldita tú eres la primera en la@hoguera por crímenes de lesa humanidad perra maldita,ibereval,1
@Placedalia1 Tu eres mas de Estar guarra,ibereval,1
-¿cual es el vehículo de una mujer? -la aspiradora.,ibereval,0
"@iduvina Zorra terrorista, imbécil e ignorante sos vos.",ibereval,1
@BlueeVeins que te calles la puta boca hombre (hecho con el teclado ese que va a voz sabes no se como se llama pero ese),ibereval,0
Así son:VULGARES.No tienen más argumentos Aprendieron el legado aquel:'Te pego en la cara marica' del innombrable. @efrapotter @Infracer @gurozu @ELCOCODIAZ https://t.co/R1PUZDKif8,ibereval,0
si te llamo puta es porque tu eres mi puta pero habrá problemas si alguien más te llama puta,ibereval,1
Fos Yo te pego en la cara si me echas humo en la cara alv https://t.co/uRdzzasX4E,ibereval,0
"Tras las acusaciones de violación y acoso sexual, #HarveyWeinstein es golpeado en #Arizona https://t.co/rRheX3cCMp",ibereval,0
@iAmGuillin @laimarie30 *Entra Héctor El Father al chat* ¡Si tú eres una perra pues yo soy más perro! y que se joda. 😂,ibereval,1
Mi novia es hermosa hijos de perra https://t.co/zyf0z9IHAi,ibereval,0
"A las mujeres víctimas de violencia se les culpa de su propia fatalidad, no importa si es acoso, violación o... https://t.co/PvMuGkzvXZ",ibereval,0
"¡Cállate!, ella era una zorra, bien se lo merecía. https://t.co/40qonLBExR",ibereval,1
¿Qué hace una mujer trepando una pared de vidrio? Quiere ver que hay al otro lado,ibereval,1
"Créeme, yo estudio Veterinaria y tu eres una perra.",ibereval,1
"@PatricioMery @JorgeGlas Callate Ivan el Tonto, No hay pruebas !!! Donde estabas hijo de perra cuando gente como bucaram, Lasso , baqueros, y oportunistas se comieron al Ecuador y se repartian en pedazos, cuando no habia ni carreteras ni hospitales, ni me",ibereval,0
"@Antodaianna ay sí, cuando encima estás así y te dicen 'ay te pusiste colorada' jaja la puta madre callateee",ibereval,1
"@poisonedMar Qué perra tan inteligente, mereces una galletita 🍪",ibereval,1
@s0ymia JAJAJA YA CÁLLATE PERRA DRAMÁTICA DAS PENA Y RISA,ibereval,1
"@_AgustinPereyra Me spoileaste, no mereces vivir la puta madre",ibereval,1
Pinche Astrid perra hasta en mis sueños eres tonta No te lo mereces 🙄,ibereval,1
"Porque a los niños, cuando su novia es cabrona y perra las traen como reynas y cuando los tratan biek y bonito son unos cabrones de la mierda. No entiendo",ibereval,1
@Barbijaputa Pues sí. Debe ser que en el mundo-mierda de este gilipollas ser puta es un insulto. Seguro que él es un putero baboso,ibereval,1
"@ernestog_v Cállate el hocico perra, básica tu gfa y otras ciertas personas que conocemos jeje, lo puse por cosas que me han pasado y ahora finalmente me han hecho pensar así, mejor ve a joder a tu minion fav ok, d antemano grax",ibereval,1
"bitch, tu eres la perra' atte reb",ibereval,1
Mi perra rompió las pelotas toda la madrugada y ahora que me levanté está callada que perra hija de puta a quien habrá salido,ibereval,0
"@iescolar @HiginiaRoig Tu eres tonto y no tienes ni puta idea. Todo el mundo sabia donde tenía que votar. El.que no fue es porque no quiso. O sea 2300000 personas y los 700000 que nos robaron los fascistas, pero como tenían miedo a la.democracia, prefirie",ibereval,0
@Dqnigamer @SoyPapho hijo de perra no me estes hablando asi tu eres mi puta,ibereval,1
@zaiira_sanchez Callate hija de perra que te llueven los pibes,ibereval,1
Que alguien le meta un pene a la boca a esa perra a ver si se queda callada,ibereval,1
Pegame en la cara que yo te pego en el ego,ibereval,0
"Ya me joderia demostrar que soy racista, etnocentrista, machito y frivolizar con el acoso y la violacion en 4 lineas. Que miedo da perder privilegios eh https://t.co/jdrs9wOsZn",ibereval,0
Y pensar que la perra desgraciada me muerde cuando trataba de enseñarle trucos o a saltar la cuerda. ;_;,ibereval,0
@Romang0920 Y tu eres una puta,ibereval,1
#HaceMuchoQue no me la comes,ibereval,0
"@fjac1980 Jajaja picado de que si tu eres la zorra que vive pendiente de Herrera, comenzaste el año acordandote de el",ibereval,1
Me preguntaron por qué mi perro tiene collar rosado y mi perra uno verde. 'No será al revés?'. No amis porfa callate.,ibereval,0
"COMO PUTA MADRE ME EMPERRAN ESAS PUTAS DE INSTAGRAM QUE CON 1,000 FOLLOWERS Y POR ENSEÑAR EL CULO SE AUTOPROCLAMAN FIGURAS PÚBLICAS, PINCHES PERRAS SIN AMOR LAS ODIO PUTAS PENDEJAS",ibereval,1
@logela También he visto usar “escarceos amorosos” para referirse a sus intentos de violacion y acoso. Es penoso.,ibereval,0
@LeticiaDolera @policia @zoidoJI A saber el “orden “ que pone en su casa ante su familia. Hijo de puta cobarde!!!!,ibereval,0
@spacetrao Callate CTM hijo de la perra caliente 😎,ibereval,1
@jesus_prez Tú eres grande tt y @23_ricard tú comemela con mucho amor 💕,ibereval,0
"Me desagradan las personas que ven una publicación de un perrito y van y comentan una foto del suyo, callate perra falta de atención, no me interesa ver tu adorable perro, en este momento estoy admirando a otro, espera tu turno con los demás perritos adorables",ibereval,0
"@NPamaguirre @todonoticias eso sería violación de la privacidad y alentaria a algunos a cometer acoso y crimenes. obviamente el hecho de que una persona se haya cagado en los derechos de una persona, no significa que tengamos que rebajarnos a su nivel par",ibereval,0
@pixurraa de puta madre chaval notable se lo boy a enseñar a mi madre,ibereval,0
"@DaniBalmaceda98 Cállate perra, nunca más nos juntamos (?",ibereval,1
Cuando decís que una mujer es guarra en la cama me la imagino lanzádoos caca y haciendo pis en vuestra cara y me río mucho.,ibereval,1
"creo que mi perra más chica es lesbiana, se la quiere dar a cada rato a la más grande",ibereval,0
#SePudreTodoSi no te unes al Movimiento SEMEN.,ibereval,0
Detienen a tres #jugadores de la #Arandina por presuntos #abusossexuales a una #menor https://t.co/vgkgFox4a5 #movimientojupsin #gentejupsin NO al #acoso,ibereval,0
A estás niñas no le enseñaron que uno puede ser “dama” y “perra” a la vez ...,ibereval,0
@joancach @DaleFiera @mauroboselli Toñito otra vez tu??? Ya cállate y disfuta el triunfo de nuestro equipo ta perra puta madre!!!,ibereval,0
@joeldavid26 On tu eres muy perra,ibereval,1
"@CorpoRosaBlanca @paulitagarciag @BluRadioCo Alias el paisa, te mereces es una carcel debajo de la tierra. Hijo de perra, chanda.",ibereval,1
Basura escoria energúmeno mierda podrido estúpido capullo imbécil soplapollas,ibereval,0
@carloslineroq @fadiafaraj7 Na ma porque tú eres una perra sin corazón,ibereval,1
"@prssrx primero, yo no he visto aun a un hombre decirle gorda o que asco de estrias tapate etc.+",ibereval,1
@Dana__51 Que te calles puta parguela xd,ibereval,1
"JAJAJAJAJA zorra sos vos mi amor, por teclado somos todas malas eh pero en la cara nunca nada vos, RIDÍCULA😘",ibereval,1
@Mica_Quiroga1 Que puta de mierda sos. Ni un Gracias mereces 😂♥️♥️♥️♥️♥️,ibereval,1
@CarolinaTvSLP Cállate perra! Y agachate,ibereval,1
@Madeleine_ng14 @dagmarrmuniz cállate estúpida perra,ibereval,1
@MikaBroglio @conilazarte16 @EveOcampos1 Cállate que te hable y te puse que estaban para las pelis puta,ibereval,1
Mira si llega a las 1000 visualizaciones me pinto una polla en la cara y lo subo,ibereval,0
"Princesa tu puta madre, trae a mi conejita, no te mereces mis mimos ni mis besos. https://t.co/Qtz6vvTqWo",ibereval,1
Me parto la polla en la cara de los que criticáis más a Benzema que a Cristiano. Estáis más ciegos que un jodido topo hermano.,ibereval,0
Dos mil RT a esta escoria... pero luego no fueron a Bruselas a pasear su odio y todo es culpa de los medios. Vía @mohorte https://t.co/rlB2eb9eLL,ibereval,0
hay que cortarle los huevos con un alicate a los que dicen que las mujeres denuncian acoso y violación solo porque el tipo es feo.,ibereval,0
@CasftSamu CALLATE PUTA EJEJAJ,ibereval,1
"@SergioRamos Hundido ? Tu como los gorrinos, te mezclas con la mierda,bueno tu eres la mierda, hijo de puta. Das asco como persona eres escoria. Sólo eres basura",ibereval,0
"@JonatanViale @Intratablestv Cállate lacra hijo de puta. Mercenario, forro indigno",ibereval,0
"@Valeria_Martell @NopaIep Si, estoy de acuerdo. A ningún hombre le pasaría por la cabeza que una mujer es puta por subir fotos semi desnuda. Libertad y respeto.",ibereval,0
Me obligan a tragar polla y me mean en la cara 😮 https://t.co/8SHYnivgXa,ibereval,0
"@carolino54 Tio ke Guarra ke eres Parece mentira ke te tirases 50 años de criado de los Ayala y no te enseñaran modales. Tendrás ke lavarte la boca con lejía como te hacían tus señores cuando decias tantos tacos. Ke vocabulario mas soez,¿Donde lo has apre",ibereval,0
Por las mujeres tienen cuatro neuronas??? Una para cada fogon,ibereval,1
Si eres de los que piensas que una mujer es una mala puta por pensar diferente a ti Vota a ERC PdCAT o CUP,ibereval,1
"-Hijo ese videojuego te está haciendo violento - ¡CÁLLATE LA BOCA PERRA DESGRACIADA, TÚ MERECES MORIR!",ibereval,1
Por algo ser la polla es bueno y un coñazo es malo,ibereval,0
@zabdiarrechame CALLATE ANA TOY MAL CONTIGO PERRA,ibereval,0
"Feliz cumple a vos amiga, espero que la pases hermoso por que te lo mereces, 18 no son nada perra😝 te amo tonta @keymailen1 https://t.co/0lvMiYB9rc",ibereval,0
@Zurine3 Qué COÑO es eso? ... ... ... No! la camisa de fuerza no!!!,ibereval,0
"O sea si el culo es de una tía que no conoces no pasa nada pero si la chica es una conocida, entonces menuda zorra, qué poco se quiere. Me quiero más que vosotros, tenedlo claro ♥️",ibereval,1
"Creo que a partir de ahora empezare a subir videos a yt cagandome en la puta madre de todo el que se lo merezca, me voy a forrar con todo el subnormal que hay suelto. Empezare mañana.",ibereval,0
@yanina_rubia @LeticiaDolera Esta mierda de tío a la puta calle!,ibereval,0
"Las viejas de antes, puteaban bonito para ganar dinero. Las de hoy acusan de acoso o violacion a algún pobre y buen hombre.",ibereval,1
#HaceMuchoQue no tienes derechos #Honey...,ibereval,0
"Esta noche se sale de fiesta. Si alguno pretende ligar con alguna mujer ya sabéis el dicho: Sábado sabadete, un polvete y al garete.",ibereval,0
"Le cuento a Magali algo que me hizo llorar y la estúpida me dice 'se lo merecía, por zorra le pasa' Aveces la odio tanto jajaj",ibereval,1
Hola me dijeron que tu novia es una perra,ibereval,1
"@Felipez360 Pero tambien fue muy injusta y guarra esa desclasificacion, se preferia algo menos abusado",ibereval,0
¿Que es mejor cagar o follar? ¡Cagar! porque después no tienes que estar dandole besitos al bater durante media hora.,ibereval,0
